Title,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%
7329,59.0,44.0,161.0,69.0,30.0,102.0,138.0,37.0,0.952,0.603,0.885,0.932,0.526,0.944,0.896,0.902
7330,51.0,4.0,159.0,69.0,30.0,101.0,138.0,27.0,0.823,0.055,0.874,0.932,0.526,0.935,0.896,0.659
7331,4.0,0.0,1.0,69.0,7.0,4.0,113.0,34.0,0.065,0.0,0.005,0.932,0.123,0.037,0.734,0.829
7332,59.0,25.0,169.0,66.0,26.0,100.0,135.0,0.0,0.952,0.342,0.929,0.892,0.456,0.926,0.877,0.0
7333,58.0,24.0,169.0,69.0,26.0,102.0,136.0,0.0,0.935,0.329,0.929,0.932,0.456,0.944,0.883,0.0
7334,59.0,27.0,168.0,69.0,27.0,102.0,132.0,1.0,0.952,0.37,0.923,0.932,0.474,0.944,0.857,0.024
7335,5.0,27.0,131.0,69.0,22.0,100.0,130.0,33.0,0.081,0.37,0.72,0.932,0.386,0.926,0.844,0.805
7336,56.0,0.0,152.0,69.0,26.0,102.0,135.0,23.0,0.903,0.0,0.835,0.932,0.456,0.944,0.877,0.561
7337,55.0,30.0,161.0,69.0,30.0,101.0,138.0,34.0,0.887,0.411,0.885,0.932,0.526,0.935,0.896,0.829
7338,59.0,30.0,164.0,69.0,26.0,102.0,138.0,0.0,0.952,0.411,0.901,0.932,0.456,0.944,0.896,0.0
7339,56.0,27.0,164.0,66.0,26.0,100.0,133.0,0.0,0.903,0.37,0.901,0.892,0.456,0.926,0.864,0.0
7340,55.0,0.0,149.0,69.0,27.0,100.0,138.0,20.0,0.887,0.0,0.819,0.932,0.474,0.926,0.896,0.488
7341,53.0,45.0,157.0,0.0,20.0,4.0,0.0,26.0,0.855,0.616,0.863,0.0,0.351,0.037,0.0,0.634
7342,56.0,27.0,169.0,69.0,30.0,102.0,138.0,18.0,0.903,0.37,0.929,0.932,0.526,0.944,0.896,0.439
7343,57.0,43.0,169.0,69.0,32.0,102.0,139.0,34.0,0.919,0.589,0.929,0.932,0.561,0.944,0.903,0.829
7344,56.0,3.0,165.0,69.0,17.0,102.0,139.0,37.0,0.903,0.041,0.907,0.932,0.298,0.944,0.903,0.902
7345,43.0,3.0,10.0,69.0,15.0,99.0,139.0,13.0,0.694,0.041,0.055,0.932,0.263,0.917,0.903,0.317
7346,59.0,2.0,165.0,69.0,16.0,102.0,139.0,37.0,0.952,0.027,0.907,0.932,0.281,0.944,0.903,0.902
7347,61.0,25.0,13.0,69.0,17.0,99.0,139.0,37.0,0.984,0.342,0.071,0.932,0.298,0.917,0.903,0.902
7348,62.0,27.0,167.0,69.0,9.0,102.0,139.0,37.0,1.0,0.37,0.918,0.932,0.158,0.944,0.903,0.902
7349,54.0,4.0,11.0,69.0,15.0,99.0,139.0,5.0,0.871,0.055,0.06,0.932,0.263,0.917,0.903,0.122
7350,62.0,26.0,168.0,69.0,17.0,102.0,139.0,37.0,1.0,0.356,0.923,0.932,0.298,0.944,0.903,0.902
7351,61.0,19.0,9.0,69.0,12.0,99.0,139.0,37.0,0.984,0.26,0.049,0.932,0.211,0.917,0.903,0.902
7352,62.0,26.0,168.0,69.0,17.0,102.0,139.0,37.0,1.0,0.356,0.923,0.932,0.298,0.944,0.903,0.902
7353,56.0,26.0,168.0,68.0,27.0,102.0,136.0,34.0,0.903,0.356,0.923,0.919,0.474,0.944,0.883,0.829
7354,56.0,2.0,163.0,69.0,16.0,102.0,139.0,35.0,0.903,0.027,0.896,0.932,0.281,0.944,0.903,0.854
7355,57.0,2.0,14.0,69.0,17.0,99.0,139.0,35.0,0.919,0.027,0.077,0.932,0.298,0.917,0.903,0.854
7356,59.0,52.0,168.0,69.0,21.0,102.0,139.0,32.0,0.952,0.712,0.923,0.932,0.368,0.944,0.903,0.78
7357,53.0,2.0,2.0,69.0,8.0,99.0,139.0,35.0,0.855,0.027,0.011,0.932,0.14,0.917,0.903,0.854
7358,57.0,29.0,168.0,69.0,17.0,102.0,139.0,35.0,0.919,0.397,0.923,0.932,0.298,0.944,0.903,0.854
7359,60.0,63.0,101.0,1.0,19.0,3.0,3.0,1.0,0.968,0.863,0.555,0.014,0.333,0.028,0.019,0.024
7360,56.0,3.0,164.0,69.0,15.0,102.0,139.0,4.0,0.903,0.041,0.901,0.932,0.263,0.944,0.903,0.098
7361,54.0,3.0,11.0,69.0,7.0,99.0,139.0,4.0,0.871,0.041,0.06,0.932,0.123,0.917,0.903,0.098
7362,56.0,3.0,163.0,69.0,7.0,102.0,139.0,4.0,0.903,0.041,0.896,0.932,0.123,0.944,0.903,0.098
7363,54.0,3.0,12.0,69.0,16.0,99.0,139.0,4.0,0.871,0.041,0.066,0.932,0.281,0.917,0.903,0.098
7364,5.0,2.0,163.0,69.0,17.0,101.0,139.0,35.0,0.081,0.027,0.896,0.932,0.298,0.935,0.903,0.854
7365,4.0,1.0,9.0,69.0,8.0,98.0,139.0,3.0,0.065,0.014,0.049,0.932,0.14,0.907,0.903,0.073
7366,30.0,26.0,165.0,69.0,17.0,102.0,139.0,35.0,0.484,0.356,0.907,0.932,0.298,0.944,0.903,0.854
7367,59.0,1.0,164.0,69.0,14.0,102.0,139.0,12.0,0.952,0.014,0.901,0.932,0.246,0.944,0.903,0.293
7368,62.0,29.0,168.0,68.0,28.0,102.0,136.0,37.0,1.0,0.397,0.923,0.919,0.491,0.944,0.883,0.902
7369,57.0,11.0,165.0,69.0,15.0,102.0,139.0,35.0,0.919,0.151,0.907,0.932,0.263,0.944,0.903,0.854
7370,58.0,1.0,9.0,69.0,14.0,99.0,139.0,10.0,0.935,0.014,0.049,0.932,0.246,0.917,0.903,0.244
7371,59.0,1.0,165.0,69.0,17.0,102.0,139.0,37.0,0.952,0.014,0.907,0.932,0.298,0.944,0.903,0.902
7372,5.0,23.0,137.0,2.0,26.0,7.0,1.0,22.0,0.081,0.315,0.753,0.027,0.456,0.065,0.006,0.537
7373,50.0,1.0,18.0,69.0,14.0,99.0,137.0,4.0,0.806,0.014,0.099,0.932,0.246,0.917,0.89,0.098
7374,30.0,26.0,168.0,69.0,30.0,102.0,139.0,37.0,0.484,0.356,0.923,0.932,0.526,0.944,0.903,0.902
7375,6.0,26.0,152.0,68.0,16.0,102.0,139.0,36.0,0.097,0.356,0.835,0.919,0.281,0.944,0.903,0.878
7376,40.0,4.0,162.0,69.0,28.0,102.0,137.0,37.0,0.645,0.055,0.89,0.932,0.491,0.944,0.89,0.902
7377,10.0,4.0,158.0,68.0,15.0,102.0,137.0,37.0,0.161,0.055,0.868,0.919,0.263,0.944,0.89,0.902
7378,7.0,3.0,156.0,68.0,11.0,101.0,134.0,35.0,0.113,0.041,0.857,0.919,0.193,0.935,0.87,0.854
7379,58.0,27.0,169.0,69.0,30.0,102.0,139.0,33.0,0.935,0.37,0.929,0.932,0.526,0.944,0.903,0.805
7380,56.0,27.0,168.0,69.0,16.0,101.0,138.0,3.0,0.903,0.37,0.923,0.932,0.281,0.935,0.896,0.073
7381,58.0,26.0,169.0,69.0,30.0,102.0,139.0,37.0,0.935,0.356,0.929,0.932,0.526,0.944,0.903,0.902
7382,6.0,0.0,166.0,69.0,28.0,102.0,138.0,36.0,0.097,0.0,0.912,0.932,0.491,0.944,0.896,0.878
7383,55.0,2.0,165.0,69.0,14.0,102.0,139.0,16.0,0.887,0.027,0.907,0.932,0.246,0.944,0.903,0.39
7384,60.0,29.0,21.0,69.0,11.0,8.0,129.0,0.0,0.968,0.397,0.115,0.932,0.193,0.074,0.838,0.0
7385,59.0,27.0,167.0,69.0,14.0,101.0,130.0,0.0,0.952,0.37,0.918,0.932,0.246,0.935,0.844,0.0
7386,58.0,3.0,155.0,69.0,2.0,102.0,127.0,0.0,0.935,0.041,0.852,0.932,0.035,0.944,0.825,0.0
7387,62.0,35.0,169.0,69.0,30.0,102.0,138.0,33.0,1.0,0.479,0.929,0.932,0.526,0.944,0.896,0.805
7388,58.0,25.0,166.0,69.0,14.0,94.0,135.0,0.0,0.935,0.342,0.912,0.932,0.246,0.87,0.877,0.0
7389,56.0,1.0,166.0,69.0,27.0,102.0,138.0,28.0,0.903,0.014,0.912,0.932,0.474,0.944,0.896,0.683
7390,60.0,44.0,127.0,0.0,17.0,11.0,4.0,0.0,0.968,0.603,0.698,0.0,0.298,0.102,0.026,0.0
7391,19.0,63.0,75.0,1.0,10.0,2.0,1.0,0.0,0.306,0.863,0.412,0.014,0.175,0.019,0.006,0.0
7392,62.0,34.0,168.0,69.0,31.0,102.0,139.0,34.0,1.0,0.466,0.923,0.932,0.544,0.944,0.903,0.829
7393,56.0,3.0,165.0,69.0,27.0,102.0,139.0,1.0,0.903,0.041,0.907,0.932,0.474,0.944,0.903,0.024
7394,62.0,21.0,165.0,69.0,32.0,102.0,139.0,31.0,1.0,0.288,0.907,0.932,0.561,0.944,0.903,0.756
7395,56.0,26.0,168.0,69.0,28.0,102.0,139.0,2.0,0.903,0.356,0.923,0.932,0.491,0.944,0.903,0.049
7396,56.0,1.0,157.0,69.0,31.0,102.0,139.0,37.0,0.903,0.014,0.863,0.932,0.544,0.944,0.903,0.902
7397,62.0,35.0,168.0,69.0,30.0,102.0,138.0,37.0,1.0,0.479,0.923,0.932,0.526,0.944,0.896,0.902
7398,54.0,0.0,161.0,69.0,13.0,100.0,140.0,1.0,0.871,0.0,0.885,0.932,0.228,0.926,0.909,0.024
7399,2.0,0.0,143.0,0.0,12.0,86.0,137.0,28.0,0.032,0.0,0.786,0.0,0.211,0.796,0.89,0.683
7400,3.0,57.0,164.0,69.0,23.0,94.0,137.0,30.0,0.048,0.781,0.901,0.932,0.404,0.87,0.89,0.732
7401,50.0,42.0,169.0,69.0,35.0,95.0,143.0,36.0,0.806,0.575,0.929,0.932,0.614,0.88,0.929,0.878
7402,62.0,29.0,167.0,69.0,38.0,101.0,143.0,37.0,1.0,0.397,0.918,0.932,0.667,0.935,0.929,0.902
7403,3.0,18.0,166.0,69.0,36.0,101.0,143.0,36.0,0.048,0.247,0.912,0.932,0.632,0.935,0.929,0.878
7404,58.0,1.0,166.0,69.0,30.0,101.0,143.0,34.0,0.935,0.014,0.912,0.932,0.526,0.935,0.929,0.829
7405,58.0,35.0,170.0,68.0,30.0,101.0,143.0,37.0,0.935,0.479,0.934,0.919,0.526,0.935,0.929,0.902
7406,59.0,43.0,170.0,69.0,32.0,101.0,143.0,37.0,0.952,0.589,0.934,0.932,0.561,0.935,0.929,0.902
7407,2.0,0.0,165.0,66.0,27.0,91.0,143.0,0.0,0.032,0.0,0.907,0.892,0.474,0.843,0.929,0.0
7408,63.0,62.0,173.0,69.0,35.0,102.0,144.0,38.0,1.016,0.849,0.951,0.932,0.614,0.944,0.935,0.927
7409,59.0,53.0,173.0,68.0,32.0,102.0,143.0,2.0,0.952,0.726,0.951,0.919,0.561,0.944,0.929,0.049
7410,61.0,41.0,169.0,69.0,31.0,101.0,144.0,38.0,0.984,0.562,0.929,0.932,0.544,0.935,0.935,0.927
7411,63.0,63.0,173.0,69.0,33.0,102.0,143.0,14.0,1.016,0.863,0.951,0.932,0.579,0.944,0.929,0.341
7412,43.0,26.0,41.0,0.0,15.0,4.0,3.0,1.0,0.694,0.356,0.225,0.0,0.263,0.037,0.019,0.024
7413,10.0,46.0,171.0,70.0,34.0,102.0,142.0,1.0,0.161,0.63,0.94,0.946,0.596,0.944,0.922,0.024
7414,61.0,63.0,13.0,69.0,21.0,99.0,144.0,39.0,0.984,0.863,0.071,0.932,0.368,0.917,0.935,0.951
7415,63.0,63.0,172.0,69.0,33.0,101.0,144.0,39.0,1.016,0.863,0.945,0.932,0.579,0.935,0.935,0.951
7416,7.0,43.0,9.0,69.0,17.0,93.0,144.0,39.0,0.113,0.589,0.049,0.932,0.298,0.861,0.935,0.951
7417,3.0,41.0,5.0,69.0,18.0,42.0,17.0,39.0,0.048,0.562,0.027,0.932,0.316,0.389,0.11,0.951
7418,2.0,40.0,2.0,68.0,16.0,4.0,12.0,38.0,0.032,0.548,0.011,0.919,0.281,0.037,0.078,0.927
7419,2.0,41.0,8.0,69.0,21.0,35.0,100.0,39.0,0.032,0.562,0.044,0.932,0.368,0.324,0.649,0.951
7420,63.0,57.0,173.0,1.0,25.0,16.0,144.0,0.0,1.016,0.781,0.951,0.014,0.439,0.148,0.935,0.0
7421,17.0,63.0,172.0,70.0,38.0,103.0,143.0,39.0,0.274,0.863,0.945,0.946,0.667,0.954,0.929,0.951
7422,0.0,1.0,9.0,69.0,17.0,18.0,133.0,39.0,0.0,0.014,0.049,0.932,0.298,0.167,0.864,0.951
7423,0.0,1.0,8.0,69.0,15.0,91.0,133.0,20.0,0.0,0.014,0.044,0.932,0.263,0.843,0.864,0.488
7424,1.0,1.0,19.0,69.0,17.0,94.0,138.0,39.0,0.016,0.014,0.104,0.932,0.298,0.87,0.896,0.951
7425,17.0,3.0,164.0,1.0,19.0,102.0,141.0,6.0,0.274,0.041,0.901,0.014,0.333,0.944,0.916,0.146
7426,12.0,39.0,48.0,70.0,26.0,76.0,131.0,39.0,0.194,0.534,0.264,0.946,0.456,0.704,0.851,0.951
7427,5.0,29.0,18.0,70.0,26.0,50.0,129.0,39.0,0.081,0.397,0.099,0.946,0.456,0.463,0.838,0.951
7428,59.0,55.0,175.0,70.0,34.0,102.0,143.0,39.0,0.952,0.753,0.962,0.946,0.596,0.944,0.929,0.951
7429,60.0,44.0,175.0,68.0,34.0,103.0,143.0,34.0,0.968,0.603,0.962,0.919,0.596,0.954,0.929,0.829
7430,58.0,44.0,175.0,70.0,33.0,103.0,143.0,37.0,0.935,0.603,0.962,0.946,0.579,0.954,0.929,0.902
7431,58.0,53.0,175.0,70.0,34.0,103.0,143.0,37.0,0.935,0.726,0.962,0.946,0.596,0.954,0.929,0.902
7432,57.0,27.0,175.0,70.0,29.0,103.0,143.0,37.0,0.919,0.37,0.962,0.946,0.509,0.954,0.929,0.902
7433,64.0,62.0,172.0,58.0,36.0,99.0,143.0,26.0,1.032,0.849,0.945,0.784,0.632,0.917,0.929,0.634
7434,59.0,65.0,3.0,0.0,21.0,1.0,0.0,1.0,0.952,0.89,0.016,0.0,0.368,0.009,0.0,0.024
7435,4.0,0.0,166.0,70.0,28.0,103.0,143.0,22.0,0.065,0.0,0.912,0.946,0.491,0.954,0.929,0.537
7436,53.0,0.0,173.0,70.0,29.0,103.0,143.0,35.0,0.855,0.0,0.951,0.946,0.509,0.954,0.929,0.854
7437,26.0,4.0,173.0,70.0,29.0,103.0,143.0,36.0,0.419,0.055,0.951,0.946,0.509,0.954,0.929,0.878
7438,2.0,56.0,4.0,70.0,24.0,8.0,8.0,39.0,0.032,0.767,0.022,0.946,0.421,0.074,0.052,0.951
7439,0.0,24.0,1.0,70.0,22.0,14.0,13.0,39.0,0.0,0.329,0.005,0.946,0.386,0.13,0.084,0.951
7440,0.0,0.0,3.0,70.0,17.0,2.0,6.0,39.0,0.0,0.0,0.016,0.946,0.298,0.019,0.039,0.951
7441,0.0,0.0,3.0,70.0,16.0,3.0,16.0,39.0,0.0,0.0,0.016,0.946,0.281,0.028,0.104,0.951
7442,0.0,3.0,5.0,68.0,14.0,2.0,6.0,12.0,0.0,0.041,0.027,0.919,0.246,0.019,0.039,0.293
7443,7.0,0.0,172.0,70.0,30.0,103.0,142.0,38.0,0.113,0.0,0.945,0.946,0.526,0.954,0.922,0.927
7444,25.0,3.0,173.0,70.0,28.0,103.0,143.0,23.0,0.403,0.041,0.951,0.946,0.491,0.954,0.929,0.561
7445,59.0,27.0,174.0,70.0,28.0,103.0,143.0,1.0,0.952,0.37,0.956,0.946,0.491,0.954,0.929,0.024
7446,2.0,43.0,4.0,70.0,23.0,6.0,8.0,37.0,0.032,0.589,0.022,0.946,0.404,0.056,0.052,0.902
7447,1.0,20.0,1.0,70.0,21.0,14.0,7.0,39.0,0.016,0.274,0.005,0.946,0.368,0.13,0.045,0.951
7448,2.0,4.0,1.0,70.0,17.0,16.0,15.0,39.0,0.032,0.055,0.005,0.946,0.298,0.148,0.097,0.951
7449,0.0,0.0,1.0,70.0,17.0,3.0,4.0,39.0,0.0,0.0,0.005,0.946,0.298,0.028,0.026,0.951
7450,0.0,0.0,4.0,70.0,16.0,8.0,11.0,38.0,0.0,0.0,0.022,0.946,0.281,0.074,0.071,0.927
7451,1.0,0.0,1.0,70.0,15.0,2.0,9.0,38.0,0.016,0.0,0.005,0.946,0.263,0.019,0.058,0.927
7452,0.0,47.0,4.0,70.0,22.0,2.0,16.0,39.0,0.0,0.644,0.022,0.946,0.386,0.019,0.104,0.951
7453,0.0,1.0,2.0,70.0,16.0,7.0,23.0,39.0,0.0,0.014,0.011,0.946,0.281,0.065,0.149,0.951
7454,4.0,38.0,3.0,70.0,20.0,4.0,7.0,39.0,0.065,0.521,0.016,0.946,0.351,0.037,0.045,0.951
7455,3.0,33.0,10.0,70.0,34.0,3.0,8.0,39.0,0.048,0.452,0.055,0.946,0.596,0.028,0.052,0.951
7456,3.0,29.0,6.0,69.0,19.0,3.0,7.0,36.0,0.048,0.397,0.033,0.932,0.333,0.028,0.045,0.878
7457,3.0,48.0,6.0,70.0,23.0,3.0,7.0,39.0,0.048,0.658,0.033,0.946,0.404,0.028,0.045,0.951
7458,5.0,13.0,4.0,70.0,20.0,5.0,5.0,39.0,0.081,0.178,0.022,0.946,0.351,0.046,0.032,0.951
7459,4.0,59.0,6.0,70.0,22.0,4.0,8.0,37.0,0.065,0.808,0.033,0.946,0.386,0.037,0.052,0.902
7460,53.0,0.0,170.0,60.0,30.0,101.0,143.0,21.0,0.855,0.0,0.934,0.811,0.526,0.935,0.929,0.512
7461,7.0,0.0,164.0,70.0,17.0,102.0,144.0,0.0,0.113,0.0,0.901,0.946,0.298,0.944,0.935,0.0
7462,16.0,64.0,14.0,0.0,21.0,1.0,0.0,1.0,0.258,0.877,0.077,0.0,0.368,0.009,0.0,0.024
7463,64.0,62.0,170.0,70.0,37.0,102.0,144.0,39.0,1.032,0.849,0.934,0.946,0.649,0.944,0.935,0.951
7464,2.0,0.0,160.0,70.0,17.0,101.0,143.0,27.0,0.032,0.0,0.879,0.946,0.298,0.935,0.929,0.659
7465,4.0,1.0,169.0,70.0,18.0,103.0,143.0,36.0,0.065,0.014,0.929,0.946,0.316,0.954,0.929,0.878
7466,60.0,19.0,166.0,70.0,21.0,41.0,140.0,39.0,0.968,0.26,0.912,0.946,0.368,0.38,0.909,0.951
7467,59.0,32.0,172.0,70.0,29.0,102.0,13.0,36.0,0.952,0.438,0.945,0.946,0.509,0.944,0.084,0.878
7468,14.0,64.0,4.0,0.0,10.0,0.0,0.0,1.0,0.226,0.877,0.022,0.0,0.175,0.0,0.0,0.024
7469,12.0,64.0,2.0,0.0,9.0,1.0,0.0,0.0,0.194,0.877,0.011,0.0,0.158,0.009,0.0,0.0
7470,13.0,49.0,172.0,70.0,22.0,102.0,142.0,39.0,0.21,0.671,0.945,0.946,0.386,0.944,0.922,0.951
7471,14.0,41.0,140.0,70.0,21.0,19.0,131.0,37.0,0.226,0.562,0.769,0.946,0.368,0.176,0.851,0.902
7472,56.0,9.0,166.0,69.0,29.0,102.0,144.0,36.0,0.903,0.123,0.912,0.932,0.509,0.944,0.935,0.878
7473,47.0,0.0,1.0,70.0,18.0,5.0,141.0,38.0,0.758,0.0,0.005,0.946,0.316,0.046,0.916,0.927
7474,59.0,7.0,170.0,70.0,15.0,103.0,144.0,33.0,0.952,0.096,0.934,0.946,0.263,0.954,0.935,0.805
7475,17.0,62.0,2.0,0.0,21.0,2.0,0.0,2.0,0.274,0.849,0.011,0.0,0.368,0.019,0.0,0.049
7476,0.0,2.0,1.0,2.0,16.0,91.0,134.0,0.0,0.0,0.027,0.005,0.027,0.281,0.843,0.87,0.0
7477,64.0,62.0,172.0,70.0,35.0,102.0,143.0,39.0,1.032,0.849,0.945,0.946,0.614,0.944,0.929,0.951
7478,60.0,61.0,173.0,70.0,23.0,12.0,12.0,37.0,0.968,0.836,0.951,0.946,0.404,0.111,0.078,0.902
7479,0.0,0.0,3.0,1.0,15.0,98.0,138.0,0.0,0.0,0.0,0.016,0.014,0.263,0.907,0.896,0.0
7480,59.0,24.0,164.0,70.0,33.0,103.0,144.0,39.0,0.952,0.329,0.901,0.946,0.579,0.954,0.935,0.951
7481,52.0,24.0,164.0,70.0,17.0,12.0,9.0,39.0,0.839,0.329,0.901,0.946,0.298,0.111,0.058,0.951
7482,1.0,0.0,162.0,2.0,4.0,101.0,139.0,0.0,0.016,0.0,0.89,0.027,0.07,0.935,0.903,0.0
7483,60.0,55.0,172.0,70.0,35.0,103.0,144.0,39.0,0.968,0.753,0.945,0.946,0.614,0.954,0.935,0.951
7484,59.0,5.0,165.0,70.0,29.0,103.0,144.0,37.0,0.952,0.068,0.907,0.946,0.509,0.954,0.935,0.902
7485,4.0,45.0,4.0,70.0,22.0,99.0,143.0,39.0,0.065,0.616,0.022,0.946,0.386,0.917,0.929,0.951
7486,0.0,0.0,0.0,1.0,4.0,1.0,139.0,0.0,0.0,0.0,0.0,0.014,0.07,0.009,0.903,0.0
7487,5.0,63.0,2.0,70.0,21.0,3.0,143.0,39.0,0.081,0.863,0.011,0.946,0.368,0.028,0.929,0.951
7488,64.0,61.0,168.0,1.0,15.0,19.0,2.0,0.0,1.032,0.836,0.923,0.014,0.263,0.176,0.013,0.0
7489,25.0,64.0,5.0,0.0,22.0,0.0,1.0,5.0,0.403,0.877,0.027,0.0,0.386,0.0,0.006,0.122
7490,3.0,27.0,0.0,70.0,31.0,99.0,144.0,0.0,0.048,0.37,0.0,0.946,0.544,0.917,0.935,0.0
7491,54.0,52.0,170.0,70.0,33.0,102.0,17.0,0.0,0.871,0.712,0.934,0.946,0.579,0.944,0.11,0.0
7492,1.0,0.0,1.0,1.0,4.0,98.0,138.0,0.0,0.016,0.0,0.005,0.014,0.07,0.907,0.896,0.0
7493,0.0,1.0,1.0,1.0,3.0,1.0,138.0,0.0,0.0,0.014,0.005,0.014,0.053,0.009,0.896,0.0
7494,4.0,1.0,1.0,69.0,6.0,45.0,144.0,39.0,0.065,0.014,0.005,0.932,0.105,0.417,0.935,0.951
7495,1.0,1.0,9.0,70.0,8.0,34.0,144.0,0.0,0.016,0.014,0.049,0.946,0.14,0.315,0.935,0.0
7496,49.0,20.0,15.0,1.0,18.0,13.0,132.0,0.0,0.79,0.274,0.082,0.014,0.316,0.12,0.857,0.0
7497,50.0,29.0,14.0,1.0,17.0,13.0,131.0,0.0,0.806,0.397,0.077,0.014,0.298,0.12,0.851,0.0
7498,49.0,19.0,14.0,1.0,16.0,13.0,132.0,0.0,0.79,0.26,0.077,0.014,0.281,0.12,0.857,0.0
7499,9.0,20.0,170.0,70.0,33.0,103.0,143.0,39.0,0.145,0.274,0.934,0.946,0.579,0.954,0.929,0.951
7500,12.0,21.0,170.0,1.0,28.0,5.0,143.0,39.0,0.194,0.288,0.934,0.014,0.491,0.046,0.929,0.951
7501,8.0,20.0,170.0,1.0,4.0,3.0,0.0,0.0,0.129,0.274,0.934,0.014,0.07,0.028,0.0,0.0
7502,4.0,1.0,1.0,1.0,13.0,1.0,140.0,2.0,0.065,0.014,0.005,0.014,0.228,0.009,0.909,0.049
7503,7.0,29.0,165.0,1.0,7.0,3.0,0.0,0.0,0.113,0.397,0.907,0.014,0.123,0.028,0.0,0.0
7504,5.0,10.0,2.0,1.0,14.0,98.0,139.0,0.0,0.081,0.137,0.011,0.014,0.246,0.907,0.903,0.0
7505,5.0,0.0,110.0,70.0,19.0,103.0,143.0,39.0,0.081,0.0,0.604,0.946,0.333,0.954,0.929,0.951
7506,56.0,45.0,155.0,70.0,20.0,22.0,138.0,1.0,0.903,0.616,0.852,0.946,0.351,0.204,0.896,0.024
7507,2.0,1.0,160.0,69.0,17.0,33.0,135.0,36.0,0.032,0.014,0.879,0.932,0.298,0.306,0.877,0.878
7508,5.0,20.0,9.0,2.0,17.0,97.0,134.0,0.0,0.081,0.274,0.049,0.027,0.298,0.898,0.87,0.0
7509,5.0,20.0,8.0,70.0,23.0,99.0,144.0,0.0,0.081,0.274,0.044,0.946,0.404,0.917,0.935,0.0
7510,13.0,20.0,2.0,70.0,17.0,6.0,9.0,37.0,0.21,0.274,0.011,0.946,0.298,0.056,0.058,0.902
7511,60.0,60.0,163.0,70.0,39.0,72.0,139.0,33.0,0.968,0.822,0.896,0.946,0.684,0.667,0.903,0.805
7512,21.0,62.0,172.0,70.0,37.0,90.0,144.0,39.0,0.339,0.849,0.945,0.946,0.649,0.833,0.935,0.951
7513,57.0,51.0,168.0,70.0,37.0,90.0,143.0,39.0,0.919,0.699,0.923,0.946,0.649,0.833,0.929,0.951
7514,16.0,38.0,165.0,70.0,38.0,81.0,138.0,39.0,0.258,0.521,0.907,0.946,0.667,0.75,0.896,0.951
7515,15.0,20.0,170.0,70.0,18.0,49.0,144.0,39.0,0.242,0.274,0.934,0.946,0.316,0.454,0.935,0.951
7516,17.0,40.0,172.0,70.0,31.0,99.0,144.0,39.0,0.274,0.548,0.945,0.946,0.544,0.917,0.935,0.951
7517,9.0,17.0,169.0,70.0,21.0,41.0,37.0,33.0,0.145,0.233,0.929,0.946,0.368,0.38,0.24,0.805
7518,14.0,18.0,166.0,70.0,20.0,32.0,143.0,32.0,0.226,0.247,0.912,0.946,0.351,0.296,0.929,0.78
7519,49.0,19.0,19.0,1.0,17.0,12.0,132.0,0.0,0.79,0.26,0.104,0.014,0.298,0.111,0.857,0.0
7520,49.0,19.0,32.0,1.0,17.0,13.0,132.0,0.0,0.79,0.26,0.176,0.014,0.298,0.12,0.857,0.0
7521,49.0,19.0,32.0,0.0,17.0,13.0,132.0,0.0,0.79,0.26,0.176,0.0,0.298,0.12,0.857,0.0
7522,5.0,19.0,19.0,0.0,18.0,13.0,131.0,0.0,0.081,0.26,0.104,0.0,0.316,0.12,0.851,0.0
7523,5.0,20.0,31.0,0.0,16.0,13.0,131.0,0.0,0.081,0.274,0.17,0.0,0.281,0.12,0.851,0.0
7524,5.0,20.0,8.0,0.0,17.0,93.0,137.0,6.0,0.081,0.274,0.044,0.0,0.298,0.861,0.89,0.146
7525,8.0,19.0,1.0,69.0,16.0,53.0,9.0,38.0,0.129,0.26,0.005,0.932,0.281,0.491,0.058,0.927
7526,4.0,10.0,1.0,69.0,15.0,2.0,12.0,30.0,0.065,0.137,0.005,0.932,0.263,0.019,0.078,0.732
7527,0.0,0.0,8.0,0.0,14.0,71.0,137.0,0.0,0.0,0.0,0.044,0.0,0.246,0.657,0.89,0.0
7528,5.0,18.0,2.0,68.0,17.0,2.0,138.0,39.0,0.081,0.247,0.011,0.919,0.298,0.019,0.896,0.951
7529,62.0,25.0,161.0,0.0,15.0,4.0,3.0,0.0,1.0,0.342,0.885,0.0,0.263,0.037,0.019,0.0
7530,10.0,34.0,170.0,69.0,26.0,103.0,144.0,38.0,0.161,0.466,0.934,0.932,0.456,0.954,0.935,0.927
7531,22.0,50.0,172.0,68.0,33.0,103.0,143.0,37.0,0.355,0.685,0.945,0.919,0.579,0.954,0.929,0.902
7532,18.0,62.0,172.0,1.0,17.0,100.0,9.0,36.0,0.29,0.849,0.945,0.014,0.298,0.926,0.058,0.878
7533,44.0,0.0,34.0,68.0,17.0,95.0,142.0,39.0,0.71,0.0,0.187,0.919,0.298,0.88,0.922,0.951
7534,1.0,0.0,9.0,69.0,16.0,35.0,142.0,39.0,0.016,0.0,0.049,0.932,0.281,0.324,0.922,0.951
7535,0.0,0.0,3.0,69.0,17.0,15.0,142.0,39.0,0.0,0.0,0.016,0.932,0.298,0.139,0.922,0.951
