Title,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%
2304,1.0,0.0,12.0,17.0,14.0,5.0,6.0,36.0,0.016,0.0,0.066,0.23,0.246,0.046,0.039,0.878
2305,2.0,0.0,162.0,68.0,27.0,98.0,134.0,35.0,0.032,0.0,0.89,0.919,0.474,0.907,0.87,0.854
2306,35.0,50.0,166.0,66.0,26.0,97.0,128.0,3.0,0.565,0.685,0.912,0.892,0.456,0.898,0.831,0.073
2307,35.0,44.0,4.0,4.0,19.0,1.0,2.0,16.0,0.565,0.603,0.022,0.054,0.333,0.009,0.013,0.39
2308,2.0,0.0,137.0,69.0,16.0,94.0,133.0,37.0,0.032,0.0,0.753,0.932,0.281,0.87,0.864,0.902
2309,32.0,62.0,3.0,0.0,9.0,0.0,0.0,0.0,0.516,0.849,0.016,0.0,0.158,0.0,0.0,0.0
2310,35.0,0.0,161.0,69.0,27.0,98.0,125.0,37.0,0.565,0.0,0.885,0.932,0.474,0.907,0.812,0.902
2311,10.0,23.0,137.0,69.0,17.0,74.0,123.0,35.0,0.161,0.315,0.753,0.932,0.298,0.685,0.799,0.854
2312,1.0,23.0,3.0,1.0,4.0,0.0,2.0,26.0,0.016,0.315,0.016,0.014,0.07,0.0,0.013,0.634
2313,17.0,63.0,4.0,4.0,17.0,2.0,0.0,2.0,0.274,0.863,0.022,0.054,0.298,0.019,0.0,0.049
2314,22.0,63.0,3.0,0.0,9.0,0.0,0.0,5.0,0.355,0.863,0.016,0.0,0.158,0.0,0.0,0.122
2315,21.0,63.0,3.0,0.0,9.0,0.0,0.0,1.0,0.339,0.863,0.016,0.0,0.158,0.0,0.0,0.024
2316,29.0,43.0,8.0,17.0,22.0,5.0,26.0,38.0,0.468,0.589,0.044,0.23,0.386,0.046,0.169,0.927
2317,41.0,23.0,167.0,69.0,28.0,90.0,126.0,34.0,0.661,0.315,0.918,0.932,0.491,0.833,0.818,0.829
2318,1.0,5.0,3.0,17.0,18.0,3.0,23.0,38.0,0.016,0.068,0.016,0.23,0.316,0.028,0.149,0.927
2319,8.0,32.0,6.0,9.0,20.0,5.0,23.0,36.0,0.129,0.438,0.033,0.122,0.351,0.046,0.149,0.878
2320,52.0,28.0,170.0,69.0,29.0,100.0,134.0,38.0,0.839,0.384,0.934,0.932,0.509,0.926,0.87,0.927
2321,46.0,23.0,170.0,69.0,29.0,95.0,131.0,32.0,0.742,0.315,0.934,0.932,0.509,0.88,0.851,0.78
2322,1.0,26.0,3.0,0.0,9.0,0.0,1.0,18.0,0.016,0.356,0.016,0.0,0.158,0.0,0.006,0.439
2323,2.0,0.0,134.0,68.0,18.0,88.0,126.0,29.0,0.032,0.0,0.736,0.919,0.316,0.815,0.818,0.707
2324,62.0,62.0,176.0,67.0,34.0,101.0,139.0,38.0,1.0,0.849,0.967,0.905,0.596,0.935,0.903,0.927
2325,58.0,47.0,176.0,65.0,33.0,101.0,139.0,32.0,0.935,0.644,0.967,0.878,0.579,0.935,0.903,0.78
2326,59.0,59.0,176.0,67.0,36.0,100.0,139.0,36.0,0.952,0.808,0.967,0.905,0.632,0.926,0.903,0.878
2327,4.0,18.0,169.0,68.0,34.0,96.0,139.0,38.0,0.065,0.247,0.929,0.919,0.596,0.889,0.903,0.927
2328,53.0,27.0,165.0,68.0,33.0,88.0,132.0,37.0,0.855,0.37,0.907,0.919,0.579,0.815,0.857,0.902
2329,4.0,0.0,21.0,68.0,19.0,73.0,131.0,38.0,0.065,0.0,0.115,0.919,0.333,0.676,0.851,0.927
2330,6.0,24.0,164.0,2.0,19.0,32.0,8.0,0.0,0.097,0.329,0.901,0.027,0.333,0.296,0.052,0.0
2331,1.0,27.0,32.0,68.0,18.0,84.0,138.0,38.0,0.016,0.37,0.176,0.919,0.316,0.778,0.896,0.927
2332,14.0,28.0,172.0,68.0,32.0,101.0,132.0,38.0,0.226,0.384,0.945,0.919,0.561,0.935,0.857,0.927
2333,10.0,2.0,16.0,68.0,18.0,89.0,132.0,38.0,0.161,0.027,0.088,0.919,0.316,0.824,0.857,0.927
2334,53.0,51.0,165.0,1.0,18.0,30.0,9.0,0.0,0.855,0.699,0.907,0.014,0.316,0.278,0.058,0.0
2335,8.0,31.0,35.0,68.0,19.0,74.0,128.0,38.0,0.129,0.425,0.192,0.919,0.333,0.685,0.831,0.927
2336,47.0,48.0,170.0,2.0,18.0,34.0,8.0,0.0,0.758,0.658,0.934,0.027,0.316,0.315,0.052,0.0
2337,56.0,56.0,174.0,68.0,34.0,99.0,132.0,38.0,0.903,0.767,0.956,0.919,0.596,0.917,0.857,0.927
2338,8.0,9.0,15.0,68.0,17.0,69.0,130.0,38.0,0.129,0.123,0.082,0.919,0.298,0.639,0.844,0.927
2339,5.0,43.0,40.0,68.0,25.0,94.0,139.0,38.0,0.081,0.589,0.22,0.919,0.439,0.87,0.903,0.927
2340,14.0,52.0,174.0,68.0,35.0,101.0,132.0,38.0,0.226,0.712,0.956,0.919,0.614,0.935,0.857,0.927
2341,9.0,9.0,15.0,68.0,19.0,76.0,132.0,38.0,0.145,0.123,0.082,0.919,0.333,0.704,0.857,0.927
2342,15.0,56.0,173.0,68.0,36.0,101.0,132.0,38.0,0.242,0.767,0.951,0.919,0.632,0.935,0.857,0.927
2343,7.0,54.0,19.0,68.0,23.0,74.0,131.0,38.0,0.113,0.74,0.104,0.919,0.404,0.685,0.851,0.927
2344,7.0,21.0,151.0,71.0,35.0,80.0,139.0,39.0,0.113,0.288,0.83,0.959,0.614,0.741,0.903,0.951
2345,57.0,35.0,176.0,68.0,26.0,101.0,139.0,13.0,0.919,0.479,0.967,0.919,0.456,0.935,0.903,0.317
2346,56.0,27.0,176.0,68.0,26.0,101.0,139.0,3.0,0.903,0.37,0.967,0.919,0.456,0.935,0.903,0.073
2347,54.0,52.0,173.0,68.0,34.0,97.0,139.0,38.0,0.871,0.712,0.951,0.919,0.596,0.898,0.903,0.927
2348,1.0,0.0,61.0,68.0,17.0,89.0,125.0,35.0,0.016,0.0,0.335,0.919,0.298,0.824,0.812,0.854
2349,52.0,0.0,134.0,3.0,3.0,98.0,137.0,0.0,0.839,0.0,0.736,0.041,0.053,0.907,0.89,0.0
2350,55.0,24.0,169.0,70.0,28.0,102.0,141.0,39.0,0.887,0.329,0.929,0.946,0.491,0.944,0.916,0.951
2351,61.0,61.0,39.0,65.0,22.0,7.0,2.0,2.0,0.984,0.836,0.214,0.878,0.386,0.065,0.013,0.049
2352,61.0,61.0,37.0,0.0,19.0,6.0,3.0,5.0,0.984,0.836,0.203,0.0,0.333,0.056,0.019,0.122
2353,5.0,1.0,163.0,66.0,21.0,95.0,139.0,32.0,0.081,0.014,0.896,0.892,0.368,0.88,0.903,0.78
2354,61.0,61.0,38.0,0.0,19.0,1.0,0.0,5.0,0.984,0.836,0.209,0.0,0.333,0.009,0.0,0.122
2355,59.0,62.0,39.0,0.0,19.0,6.0,1.0,3.0,0.952,0.849,0.214,0.0,0.333,0.056,0.006,0.073
2356,6.0,44.0,168.0,65.0,27.0,95.0,139.0,34.0,0.097,0.603,0.923,0.878,0.474,0.88,0.903,0.829
2357,59.0,42.0,174.0,70.0,29.0,102.0,142.0,39.0,0.952,0.575,0.956,0.946,0.509,0.944,0.922,0.951
2358,56.0,37.0,174.0,27.0,28.0,102.0,142.0,39.0,0.903,0.507,0.956,0.365,0.491,0.944,0.922,0.951
2359,60.0,42.0,167.0,64.0,17.0,4.0,1.0,2.0,0.968,0.575,0.918,0.865,0.298,0.037,0.006,0.049
2360,58.0,63.0,39.0,1.0,19.0,6.0,2.0,5.0,0.935,0.863,0.214,0.014,0.333,0.056,0.013,0.122
2361,4.0,24.0,167.0,66.0,22.0,93.0,140.0,34.0,0.065,0.329,0.918,0.892,0.386,0.861,0.909,0.829
2362,5.0,0.0,164.0,66.0,20.0,95.0,141.0,34.0,0.081,0.0,0.901,0.892,0.351,0.88,0.916,0.829
2363,54.0,24.0,166.0,70.0,29.0,96.0,141.0,37.0,0.871,0.329,0.912,0.946,0.509,0.889,0.916,0.902
2364,56.0,34.0,167.0,5.0,28.0,95.0,141.0,37.0,0.903,0.466,0.918,0.068,0.491,0.88,0.916,0.902
2365,5.0,64.0,3.0,0.0,9.0,0.0,0.0,0.0,0.081,0.877,0.016,0.0,0.158,0.0,0.0,0.0
2366,50.0,0.0,169.0,70.0,27.0,97.0,137.0,33.0,0.806,0.0,0.929,0.946,0.474,0.898,0.89,0.805
2367,2.0,1.0,168.0,70.0,28.0,96.0,136.0,39.0,0.032,0.014,0.923,0.946,0.491,0.889,0.883,0.951
2368,54.0,1.0,169.0,70.0,28.0,97.0,137.0,39.0,0.871,0.014,0.929,0.946,0.491,0.898,0.89,0.951
2369,1.0,1.0,159.0,70.0,27.0,92.0,138.0,33.0,0.016,0.014,0.874,0.946,0.474,0.852,0.896,0.805
2370,54.0,1.0,168.0,70.0,28.0,97.0,138.0,39.0,0.871,0.014,0.923,0.946,0.491,0.898,0.896,0.951
2371,56.0,21.0,169.0,70.0,32.0,102.0,138.0,39.0,0.903,0.288,0.929,0.946,0.561,0.944,0.896,0.951
2372,47.0,1.0,166.0,70.0,28.0,98.0,138.0,39.0,0.758,0.014,0.912,0.946,0.491,0.907,0.896,0.951
2373,1.0,0.0,3.0,70.0,15.0,3.0,4.0,33.0,0.016,0.0,0.016,0.946,0.263,0.028,0.026,0.805
2374,2.0,0.0,2.0,70.0,17.0,95.0,135.0,39.0,0.032,0.0,0.011,0.946,0.298,0.88,0.877,0.951
2375,59.0,61.0,11.0,0.0,8.0,2.0,2.0,0.0,0.952,0.836,0.06,0.0,0.14,0.019,0.013,0.0
2376,1.0,0.0,13.0,70.0,17.0,88.0,132.0,33.0,0.016,0.0,0.071,0.946,0.298,0.815,0.857,0.805
2377,2.0,29.0,1.0,70.0,23.0,95.0,141.0,39.0,0.032,0.397,0.005,0.946,0.404,0.88,0.916,0.951
2378,1.0,29.0,1.0,7.0,20.0,2.0,5.0,39.0,0.016,0.397,0.005,0.095,0.351,0.019,0.032,0.951
2379,1.0,29.0,1.0,70.0,22.0,95.0,141.0,39.0,0.016,0.397,0.005,0.946,0.386,0.88,0.916,0.951
2380,2.0,20.0,1.0,70.0,21.0,94.0,141.0,39.0,0.032,0.274,0.005,0.946,0.368,0.87,0.916,0.951
2381,1.0,20.0,1.0,70.0,21.0,94.0,141.0,39.0,0.016,0.274,0.005,0.946,0.368,0.87,0.916,0.951
2382,2.0,44.0,4.0,66.0,24.0,94.0,140.0,39.0,0.032,0.603,0.022,0.892,0.421,0.87,0.909,0.951
2383,1.0,1.0,1.0,70.0,17.0,89.0,139.0,39.0,0.016,0.014,0.005,0.946,0.298,0.824,0.903,0.951
2384,8.0,63.0,3.0,0.0,7.0,0.0,0.0,0.0,0.129,0.863,0.016,0.0,0.123,0.0,0.0,0.0
2385,1.0,1.0,167.0,70.0,27.0,101.0,142.0,38.0,0.016,0.014,0.918,0.946,0.474,0.935,0.922,0.927
2386,9.0,64.0,3.0,0.0,7.0,0.0,0.0,1.0,0.145,0.877,0.016,0.0,0.123,0.0,0.0,0.024
2387,0.0,1.0,78.0,70.0,27.0,96.0,138.0,33.0,0.0,0.014,0.429,0.946,0.474,0.889,0.896,0.805
2388,3.0,64.0,3.0,0.0,8.0,0.0,1.0,0.0,0.048,0.877,0.016,0.0,0.14,0.0,0.006,0.0
2389,4.0,1.0,165.0,70.0,28.0,101.0,140.0,39.0,0.065,0.014,0.907,0.946,0.491,0.935,0.909,0.951
2390,7.0,64.0,3.0,0.0,7.0,0.0,1.0,0.0,0.113,0.877,0.016,0.0,0.123,0.0,0.006,0.0
2391,5.0,63.0,3.0,0.0,8.0,0.0,0.0,0.0,0.081,0.863,0.016,0.0,0.14,0.0,0.0,0.0
2392,59.0,63.0,12.0,0.0,8.0,7.0,2.0,0.0,0.952,0.863,0.066,0.0,0.14,0.065,0.013,0.0
2393,1.0,0.0,2.0,5.0,14.0,1.0,2.0,31.0,0.016,0.0,0.011,0.068,0.246,0.009,0.013,0.756
2394,2.0,1.0,159.0,71.0,28.0,91.0,137.0,31.0,0.032,0.014,0.874,0.959,0.491,0.843,0.89,0.756
2395,55.0,11.0,164.0,71.0,29.0,95.0,135.0,32.0,0.887,0.151,0.901,0.959,0.509,0.88,0.877,0.78
2396,1.0,0.0,132.0,70.0,16.0,72.0,129.0,27.0,0.016,0.0,0.725,0.946,0.281,0.667,0.838,0.659
2397,2.0,0.0,125.0,70.0,16.0,74.0,132.0,28.0,0.032,0.0,0.687,0.946,0.281,0.685,0.857,0.683
2398,1.0,20.0,159.0,70.0,20.0,82.0,129.0,32.0,0.016,0.274,0.874,0.946,0.351,0.759,0.838,0.78
2399,1.0,0.0,159.0,66.0,9.0,85.0,132.0,32.0,0.016,0.0,0.874,0.892,0.158,0.787,0.857,0.78
2400,2.0,0.0,154.0,70.0,16.0,86.0,137.0,22.0,0.032,0.0,0.846,0.946,0.281,0.796,0.89,0.537
2401,8.0,0.0,160.0,70.0,16.0,86.0,138.0,29.0,0.129,0.0,0.879,0.946,0.281,0.796,0.896,0.707
2402,6.0,0.0,151.0,70.0,16.0,74.0,129.0,30.0,0.097,0.0,0.83,0.946,0.281,0.685,0.838,0.732
2403,1.0,0.0,130.0,70.0,16.0,79.0,128.0,26.0,0.016,0.0,0.714,0.946,0.281,0.731,0.831,0.634
2404,7.0,0.0,137.0,70.0,16.0,74.0,128.0,28.0,0.113,0.0,0.753,0.946,0.281,0.685,0.831,0.683
2405,40.0,44.0,151.0,67.0,21.0,89.0,133.0,36.0,0.645,0.603,0.83,0.905,0.368,0.824,0.864,0.878
2406,7.0,0.0,151.0,70.0,16.0,84.0,129.0,32.0,0.113,0.0,0.83,0.946,0.281,0.778,0.838,0.78
2407,1.0,0.0,152.0,66.0,9.0,86.0,133.0,32.0,0.016,0.0,0.835,0.892,0.158,0.796,0.864,0.78
2408,17.0,64.0,3.0,0.0,9.0,0.0,1.0,1.0,0.274,0.877,0.016,0.0,0.158,0.0,0.006,0.024
2409,1.0,0.0,144.0,70.0,16.0,90.0,134.0,30.0,0.016,0.0,0.791,0.946,0.281,0.833,0.87,0.732
2410,0.0,0.0,12.0,69.0,14.0,11.0,33.0,32.0,0.0,0.0,0.066,0.932,0.246,0.102,0.214,0.78
2411,0.0,0.0,1.0,63.0,15.0,2.0,49.0,32.0,0.0,0.0,0.005,0.851,0.263,0.019,0.318,0.78
2412,13.0,44.0,3.0,0.0,5.0,1.0,0.0,2.0,0.21,0.603,0.016,0.0,0.088,0.009,0.0,0.049
2413,1.0,0.0,141.0,63.0,9.0,79.0,132.0,32.0,0.016,0.0,0.775,0.851,0.158,0.731,0.857,0.78
2414,6.0,32.0,156.0,63.0,13.0,79.0,133.0,32.0,0.097,0.438,0.857,0.851,0.228,0.731,0.864,0.78
2415,13.0,40.0,2.0,0.0,9.0,2.0,0.0,2.0,0.21,0.548,0.011,0.0,0.158,0.019,0.0,0.049
2416,1.0,0.0,153.0,70.0,15.0,78.0,129.0,32.0,0.016,0.0,0.841,0.946,0.263,0.722,0.838,0.78
2417,3.0,53.0,159.0,65.0,15.0,89.0,9.0,36.0,0.048,0.726,0.874,0.878,0.263,0.824,0.058,0.878
2418,17.0,65.0,4.0,0.0,10.0,0.0,0.0,2.0,0.274,0.89,0.022,0.0,0.175,0.0,0.0,0.049
2419,0.0,19.0,156.0,70.0,20.0,81.0,132.0,32.0,0.0,0.26,0.857,0.946,0.351,0.75,0.857,0.78
2420,24.0,65.0,10.0,0.0,9.0,0.0,4.0,2.0,0.387,0.89,0.055,0.0,0.158,0.0,0.026,0.049
2421,8.0,0.0,152.0,70.0,16.0,80.0,133.0,32.0,0.129,0.0,0.835,0.946,0.281,0.741,0.864,0.78
2422,17.0,63.0,3.0,0.0,10.0,0.0,0.0,1.0,0.274,0.863,0.016,0.0,0.175,0.0,0.0,0.024
2423,14.0,44.0,3.0,0.0,6.0,0.0,1.0,2.0,0.226,0.603,0.016,0.0,0.105,0.0,0.006,0.049
2424,1.0,0.0,142.0,63.0,9.0,84.0,133.0,34.0,0.016,0.0,0.78,0.851,0.158,0.778,0.864,0.829
2425,14.0,65.0,5.0,0.0,10.0,1.0,0.0,1.0,0.226,0.89,0.027,0.0,0.175,0.009,0.0,0.024
2426,14.0,65.0,5.0,0.0,9.0,1.0,0.0,1.0,0.226,0.89,0.027,0.0,0.158,0.009,0.0,0.024
2427,3.0,0.0,131.0,71.0,28.0,71.0,127.0,24.0,0.048,0.0,0.72,0.959,0.491,0.657,0.825,0.585
2428,58.0,29.0,171.0,70.0,30.0,102.0,141.0,35.0,0.935,0.397,0.94,0.946,0.526,0.944,0.916,0.854
2429,58.0,2.0,171.0,70.0,23.0,102.0,129.0,1.0,0.935,0.027,0.94,0.946,0.404,0.944,0.838,0.024
2430,55.0,6.0,171.0,70.0,24.0,102.0,141.0,7.0,0.887,0.082,0.94,0.946,0.421,0.944,0.916,0.171
2431,6.0,60.0,4.0,0.0,12.0,0.0,0.0,35.0,0.097,0.822,0.022,0.0,0.211,0.0,0.0,0.854
2432,4.0,47.0,4.0,0.0,9.0,0.0,0.0,29.0,0.065,0.644,0.022,0.0,0.158,0.0,0.0,0.707
2433,0.0,0.0,3.0,65.0,7.0,2.0,126.0,37.0,0.0,0.0,0.016,0.878,0.123,0.019,0.818,0.902
2434,50.0,0.0,165.0,69.0,26.0,102.0,137.0,37.0,0.806,0.0,0.907,0.932,0.456,0.944,0.89,0.902
2435,58.0,53.0,174.0,7.0,25.0,100.0,14.0,1.0,0.935,0.726,0.956,0.095,0.439,0.926,0.091,0.024
2436,58.0,53.0,174.0,68.0,31.0,102.0,141.0,17.0,0.935,0.726,0.956,0.919,0.544,0.944,0.916,0.415
2437,58.0,35.0,174.0,70.0,26.0,102.0,141.0,13.0,0.935,0.479,0.956,0.946,0.456,0.944,0.916,0.317
2438,57.0,25.0,174.0,6.0,21.0,101.0,141.0,8.0,0.919,0.342,0.956,0.081,0.368,0.935,0.916,0.195
2439,49.0,6.0,171.0,70.0,23.0,102.0,140.0,6.0,0.79,0.082,0.94,0.946,0.404,0.944,0.909,0.146
2440,53.0,24.0,174.0,6.0,20.0,101.0,141.0,9.0,0.855,0.329,0.956,0.081,0.351,0.935,0.916,0.22
2441,58.0,2.0,171.0,70.0,25.0,102.0,140.0,8.0,0.935,0.027,0.94,0.946,0.439,0.944,0.909,0.195
2442,49.0,27.0,174.0,70.0,26.0,102.0,141.0,36.0,0.79,0.37,0.956,0.946,0.456,0.944,0.916,0.878
2443,12.0,0.0,154.0,70.0,13.0,102.0,139.0,37.0,0.194,0.0,0.846,0.946,0.228,0.944,0.903,0.902
2444,42.0,25.0,172.0,70.0,28.0,102.0,141.0,38.0,0.677,0.342,0.945,0.946,0.491,0.944,0.916,0.927
2445,48.0,25.0,174.0,70.0,28.0,83.0,141.0,19.0,0.774,0.342,0.956,0.946,0.491,0.769,0.916,0.463
2446,16.0,25.0,15.0,70.0,17.0,81.0,140.0,17.0,0.258,0.342,0.082,0.946,0.298,0.75,0.909,0.415
2447,48.0,24.0,174.0,70.0,29.0,102.0,141.0,38.0,0.774,0.329,0.956,0.946,0.509,0.944,0.916,0.927
2448,55.0,0.0,171.0,70.0,22.0,102.0,141.0,2.0,0.887,0.0,0.94,0.946,0.386,0.944,0.916,0.049
2449,54.0,2.0,160.0,71.0,25.0,101.0,139.0,0.0,0.871,0.027,0.879,0.959,0.439,0.935,0.903,0.0
2450,58.0,56.0,173.0,67.0,26.0,100.0,143.0,38.0,0.935,0.767,0.951,0.905,0.456,0.926,0.929,0.927
2451,4.0,1.0,8.0,71.0,17.0,93.0,141.0,38.0,0.065,0.014,0.044,0.959,0.298,0.861,0.916,0.927
2452,5.0,1.0,87.0,66.0,9.0,68.0,133.0,32.0,0.081,0.014,0.478,0.892,0.158,0.63,0.864,0.78
2453,5.0,1.0,152.0,66.0,11.0,86.0,138.0,26.0,0.081,0.014,0.835,0.892,0.193,0.796,0.896,0.634
2454,60.0,29.0,166.0,66.0,24.0,88.0,138.0,30.0,0.968,0.397,0.912,0.892,0.421,0.815,0.896,0.732
2455,46.0,20.0,167.0,71.0,32.0,101.0,140.0,39.0,0.742,0.274,0.918,0.959,0.561,0.935,0.909,0.951
2456,3.0,20.0,164.0,5.0,27.0,94.0,134.0,2.0,0.048,0.274,0.901,0.068,0.474,0.87,0.87,0.049
2457,48.0,52.0,147.0,1.0,21.0,72.0,28.0,5.0,0.774,0.712,0.808,0.014,0.368,0.667,0.182,0.122
2458,3.0,11.0,165.0,71.0,29.0,90.0,133.0,30.0,0.048,0.151,0.907,0.959,0.509,0.833,0.864,0.732
2459,5.0,37.0,167.0,71.0,30.0,90.0,133.0,26.0,0.081,0.507,0.918,0.959,0.526,0.833,0.864,0.634
2460,1.0,3.0,166.0,71.0,28.0,90.0,134.0,32.0,0.016,0.041,0.912,0.959,0.491,0.833,0.87,0.78
2461,2.0,1.0,166.0,71.0,29.0,90.0,134.0,32.0,0.032,0.014,0.912,0.959,0.509,0.833,0.87,0.78
2462,2.0,2.0,165.0,71.0,29.0,90.0,134.0,32.0,0.032,0.027,0.907,0.959,0.509,0.833,0.87,0.78
2463,45.0,24.0,160.0,0.0,15.0,74.0,26.0,3.0,0.726,0.329,0.879,0.0,0.263,0.685,0.169,0.073
2464,2.0,20.0,164.0,71.0,33.0,90.0,132.0,30.0,0.032,0.274,0.901,0.959,0.579,0.833,0.857,0.732
2465,54.0,8.0,153.0,1.0,15.0,97.0,133.0,0.0,0.871,0.11,0.841,0.014,0.263,0.898,0.864,0.0
2466,6.0,21.0,172.0,71.0,33.0,100.0,139.0,38.0,0.097,0.288,0.945,0.959,0.579,0.926,0.903,0.927
2467,0.0,2.0,9.0,71.0,14.0,7.0,14.0,38.0,0.0,0.027,0.049,0.959,0.246,0.065,0.091,0.927
2468,41.0,1.0,171.0,70.0,27.0,101.0,143.0,39.0,0.661,0.014,0.94,0.946,0.474,0.935,0.929,0.951
2469,4.0,0.0,2.0,66.0,15.0,2.0,15.0,39.0,0.065,0.0,0.011,0.892,0.263,0.019,0.097,0.951
2470,45.0,0.0,161.0,71.0,27.0,89.0,135.0,39.0,0.726,0.0,0.885,0.959,0.474,0.824,0.877,0.951
2471,1.0,0.0,2.0,67.0,15.0,2.0,2.0,34.0,0.016,0.0,0.011,0.905,0.263,0.019,0.013,0.829
2472,2.0,1.0,165.0,71.0,26.0,99.0,139.0,5.0,0.032,0.014,0.907,0.959,0.456,0.917,0.903,0.122
2473,0.0,1.0,40.0,71.0,17.0,99.0,138.0,36.0,0.0,0.014,0.22,0.959,0.298,0.917,0.896,0.878
2474,54.0,48.0,153.0,1.0,19.0,4.0,15.0,2.0,0.871,0.658,0.841,0.014,0.333,0.037,0.097,0.049
2475,50.0,44.0,176.0,70.0,35.0,101.0,143.0,39.0,0.806,0.603,0.967,0.946,0.614,0.935,0.929,0.951
2476,1.0,44.0,9.0,69.0,21.0,6.0,7.0,38.0,0.016,0.603,0.049,0.932,0.368,0.056,0.045,0.927
2477,53.0,43.0,169.0,6.0,29.0,100.0,142.0,39.0,0.855,0.589,0.929,0.081,0.509,0.926,0.922,0.951
2478,47.0,21.0,138.0,0.0,16.0,3.0,22.0,3.0,0.758,0.288,0.758,0.0,0.281,0.028,0.143,0.073
2479,52.0,63.0,9.0,0.0,18.0,0.0,0.0,1.0,0.839,0.863,0.049,0.0,0.316,0.0,0.0,0.024
2480,1.0,45.0,22.0,71.0,20.0,15.0,21.0,39.0,0.016,0.616,0.121,0.959,0.351,0.139,0.136,0.951
2481,0.0,20.0,7.0,71.0,19.0,7.0,13.0,39.0,0.0,0.274,0.038,0.959,0.333,0.065,0.084,0.951
2482,52.0,20.0,161.0,4.0,28.0,100.0,141.0,39.0,0.839,0.274,0.885,0.054,0.491,0.926,0.916,0.951
2483,0.0,19.0,16.0,71.0,19.0,4.0,14.0,39.0,0.0,0.26,0.088,0.959,0.333,0.037,0.091,0.951
2484,51.0,52.0,170.0,70.0,35.0,101.0,142.0,39.0,0.823,0.712,0.934,0.946,0.614,0.935,0.922,0.951
2485,1.0,25.0,17.0,71.0,16.0,9.0,18.0,38.0,0.016,0.342,0.093,0.959,0.281,0.083,0.117,0.927
2486,4.0,43.0,162.0,6.0,26.0,99.0,131.0,2.0,0.065,0.589,0.89,0.081,0.456,0.917,0.851,0.049
2487,3.0,43.0,163.0,68.0,32.0,100.0,143.0,38.0,0.048,0.589,0.896,0.919,0.561,0.926,0.929,0.927
2488,0.0,25.0,14.0,71.0,19.0,5.0,13.0,38.0,0.0,0.342,0.077,0.959,0.333,0.046,0.084,0.927
2489,0.0,0.0,1.0,70.0,15.0,4.0,13.0,38.0,0.0,0.0,0.005,0.946,0.263,0.037,0.084,0.927
2490,2.0,19.0,156.0,1.0,19.0,95.0,141.0,38.0,0.032,0.26,0.857,0.014,0.333,0.88,0.916,0.927
2491,53.0,64.0,3.0,0.0,9.0,0.0,0.0,1.0,0.855,0.877,0.016,0.0,0.158,0.0,0.0,0.024
2492,45.0,1.0,171.0,71.0,28.0,98.0,140.0,38.0,0.726,0.014,0.94,0.959,0.491,0.907,0.909,0.927
2493,51.0,44.0,172.0,6.0,27.0,98.0,133.0,3.0,0.823,0.603,0.945,0.081,0.474,0.907,0.864,0.073
2494,55.0,26.0,139.0,0.0,13.0,2.0,10.0,1.0,0.887,0.356,0.764,0.0,0.228,0.019,0.065,0.024
2495,58.0,63.0,8.0,0.0,18.0,1.0,0.0,1.0,0.935,0.863,0.044,0.0,0.316,0.009,0.0,0.024
2496,3.0,1.0,171.0,71.0,28.0,94.0,138.0,38.0,0.048,0.014,0.94,0.959,0.491,0.87,0.896,0.927
2497,54.0,0.0,149.0,0.0,14.0,75.0,19.0,3.0,0.871,0.0,0.819,0.0,0.246,0.694,0.123,0.073
2498,3.0,1.0,14.0,70.0,15.0,9.0,14.0,38.0,0.048,0.014,0.077,0.946,0.263,0.083,0.091,0.927
2499,2.0,1.0,158.0,71.0,28.0,94.0,143.0,36.0,0.032,0.014,0.868,0.959,0.491,0.87,0.929,0.878
2500,57.0,60.0,4.0,0.0,7.0,0.0,0.0,1.0,0.919,0.822,0.022,0.0,0.123,0.0,0.0,0.024
2501,50.0,19.0,161.0,71.0,33.0,101.0,137.0,39.0,0.806,0.26,0.885,0.959,0.579,0.935,0.89,0.951
2502,3.0,0.0,12.0,71.0,15.0,9.0,18.0,38.0,0.048,0.0,0.066,0.959,0.263,0.083,0.117,0.927
2503,40.0,2.0,173.0,70.0,29.0,101.0,142.0,39.0,0.645,0.027,0.951,0.946,0.509,0.935,0.922,0.951
2504,1.0,20.0,3.0,71.0,19.0,6.0,12.0,38.0,0.016,0.274,0.016,0.959,0.333,0.056,0.078,0.927
2505,48.0,48.0,141.0,1.0,18.0,2.0,20.0,1.0,0.774,0.658,0.775,0.014,0.316,0.019,0.13,0.024
2506,4.0,0.0,2.0,70.0,15.0,4.0,12.0,38.0,0.065,0.0,0.011,0.946,0.263,0.037,0.078,0.927
2507,1.0,43.0,10.0,0.0,8.0,1.0,1.0,32.0,0.016,0.589,0.055,0.0,0.14,0.009,0.006,0.78
2508,0.0,1.0,7.0,0.0,2.0,1.0,1.0,32.0,0.0,0.014,0.038,0.0,0.035,0.009,0.006,0.78
2509,1.0,24.0,10.0,0.0,3.0,1.0,1.0,32.0,0.016,0.329,0.055,0.0,0.053,0.009,0.006,0.78
2510,0.0,20.0,6.0,71.0,19.0,5.0,12.0,38.0,0.0,0.274,0.033,0.959,0.333,0.046,0.078,0.927
